Sort,nt_acc,genome_segment_length_bp
9934,AF004985.1,2212.0
9753,MN661012.1,7394.0
9928,MH880288.1,2199.0
4844,MT734808.1,4887.0
9761,KM817700.1,6754.0
6461,KX756626.1,2200.0
9758,MT498816.1,6660.0
9931,LC320124.1,2225.0
9929,GU969313.1,2224.0
9935,KC506157.1,2245.0
6473,KC201169.1,2263.0
9278,EU938665.1,2178.0
9914,V01106.1,2233.0
9281,EU938663.1,2252.0
6481,MF511054.1,2176.0
9332,MG599949.1,6305.0
4961,MG745677.1,4894.0
9280,EU938659.1,2247.0
8620,KX884420.1,6367.0
6459,DQ113900.1,2204.0
6471,KC588379.1,2240.0
6462,AF134515.1,2400.0
6463,AY549307.1,2232.0
9704,MN168169.1,2762.0
6533,JX204743.1,2241.0
6531,HM159618.1,2241.0
6532,KX263312.1,2166.0
9918,AY373381.1,2169.0
9920,KX882069.1,2245.0
6473,KC201170.1,2229.0
9915,AF102017.1,2204.0
9702,KJ434183.1,2792.0
9919,KX882061.1,2256.0
6477,EF589102.1,2237.0
6472,AF403402.1,2239.0
6475,HM989934.1,2241.0
6535,JF342669.1,2295.0
11472,GQ415660.1,6534.0
9927,MN241407.1,2281.0
6526,JX478263.2,2284.0
6525,KF809665.1,2283.0
6527,JX145331.1,2283.0
6523,FR694194.1,2283.0
9736,MT498813.1,2202.0
9924,GQ499302.1,2421.0
6467,AY701341.1,2404.0
8566,BK059311.1,14438.0
6477,EF589101.1,2293.0
6468,AY317101.1,2404.0
6531,HM159616.1,2304.0
6532,KX263310.1,2211.0
6533,JX204741.1,2304.0
9699,MZ209988.1,2791.0
6540,KF692092.1,2288.0
6538,AB914763.1,2287.0
6433,KC853044.1,2284.0
6457,JQ919997.1,2246.0
6528,HQ847906.1,2292.0
6466,AF134510.1,2415.0
9701,KX884787.1,2518.0
9221,MN567050.1,2223.0
6529,GQ258980.1,2327.0
6472,AF403401.1,2320.0
9751,MN752230.1,2464.0
6455,X79442.1,2283.0
9751,MN752229.1,6944.0
6454,AY238388.1,2306.0
6479,AF282471.1,2398.0
6478,AF139761.1,2432.0
9915,M14880.1,2368.0
6541,KC795570.1,2403.0
9916,JQ922306.1,2330.0
9917,AB126192.2,2363.0
9914,J02151.1,2341.0
11473,FJ973620.1,6586.0
6542,KC852156.1,2348.0
9914,V00603.1,2341.0
6543,KT696551.1,2347.0
6541,KC795568.1,2383.0
9929,GU969308.1,2375.0
6530,KU198605.1,2341.0
9707,MZ210011.1,2716.0
9931,LC320123.1,2406.0
6454,EU490418.1,2341.0
9928,MH880287.1,2372.0
9933,MN095539.1,2306.0
9932,KX949591.1,2376.0
9220,MG599863.1,6537.0
6464,AF134522.1,2302.0
6465,AF134519.1,2302.0
6458,JQ920005.1,2352.0
9705,KX884776.1,2844.0
9934,Y17873.1,2375.0
9915,AF101982.1,2313.0
9926,KM114305.1,2414.0
9217,MG599866.1,6425.0
9916,JQ922305.1,2364.0
6458,JQ920006.1,2364.0
9930,HM627174.1,2385.0
9917,AB126191.2,2365.0
6444,HQ842621.1,2411.0
9921,KX670390.1,2372.0
9935,KC506156.1,2385.0
6453,DQ841262.2,2362.0
9922,MT774255.1,2390.0
9923,FJ861697.1,2338.0
9924,FJ861695.1,2386.0
6460,KM369895.2,2371.0
6456,GU733445.1,2366.0
6543,KT696550.1,2435.0
9925,JQ928944.1,2387.0
9926,KM114304.1,2427.0
9921,KX670391.1,2404.0
9925,JQ928943.1,2409.0
11467,KF787112.3,6705.0
9708,KM817721.1,2636.0
9922,MT774254.1,2410.0
9925,JQ928945.1,2414.0
9922,MT774253.1,2413.0
9921,KX670389.1,2405.0
9218,MK611982.1,6475.0
9926,KM114306.1,2403.0
9219,MK611981.1,6404.0
11455,Z25771.1,6813.0
6542,KC852158.1,2487.0
11463,FJ571074.1,2403.0
9468,MN092356.1,2623.0
6482,LC275160.1,2629.0
10302,AB006531.1,8797.0
6465,AF134520.1,2437.0
149,AF376034.1,6165.0
6475,HM989933.1,2640.0
9738,KM817723.1,2804.0
10298,AF022937.1,10011.0
6459,DQ113899.1,2512.0
6461,KX756627.1,2512.0
6509,D49698.1,2970.0
9465,KF590576.1,2683.0
9464,JQ659257.1,2684.0
6453,DQ838645.2,2591.0
9466,KF590573.1,3118.0
6480,MH327939.1,2608.0
11495,KY548519.1,2746.0
11492,AJ622823.1,2782.0
11494,KY548520.1,2746.0
11493,AY780926.1,2745.0
11490,M58756.1,2784.0
11491,AF078669.1,2783.0
11489,AY129662.1,2735.0
6464,AF134523.1,2646.0
10301,AF183905.1,8550.0
11500,MK103420.1,2731.0
6481,MF511053.1,3041.0
131,AJ581751.1,2580.0
133,AJ581753.1,2580.0
126,AJ581752.1,2598.0
132,AJ581750.1,2598.0
10591,DQ092786.1,3416.0
11499,AJ459383.1,2750.0
10303,AF178440.1,9010.0
10761,EU840728.1,3055.0
6449,AY701511.1,2688.0
10299,AB017037.1,9275.0
11497,X84035.1,2827.0
11498,X92761.1,2715.0
10417,DQ108383.1,2637.0
6485,AY163248.1,2851.0
6442,DQ248059.1,2747.0
6484,KR704200.1,2854.0
6483,AF389466.1,2851.0
6453,DQ838635.2,2693.0
6455,AJ303139.1,2736.0
6443,AF133432.1,2747.0
9405,KX884759.1,3524.0
10795,KR997885.1,3124.0
11505,AJ920336.1,2817.0
10295,AF218039.1,9185.0
6499,KC588360.1,2788.0
6498,EF634321.1,2797.0
6446,KF234261.1,2765.0
6434,AM744979.1,2768.0
6436,JQ070378.1,2773.0
6429,M22096.1,2772.0
10294,AF014388.1,9264.0
6430,KF624616.1,2776.0
6435,FJ183386.1,2775.0
12088,AF238233.1,2706.0
12087,AF207658.1,2706.0
6457,JQ919995.1,2769.0
6441,AB014728.1,2774.0
6444,HQ842620.1,2791.0
6428,M94681.1,2792.0
6440,JQ610677.1,2781.0
9884,MT241518.1,2990.0
6431,KP268795.1,2787.0
10290,EF219380.1,9499.0
6437,HM543466.1,2794.0
12252,DQ630754.1,2724.0
12251,DQ630758.1,2727.0
6445,KP268805.1,2791.0
6432,KP268785.1,2796.0
12249,DQ630756.1,2727.0
12248,DQ630755.1,2730.0
12250,DQ630757.2,2730.0
6456,GU733444.1,2801.0
9293,KX884857.1,3267.0
10288,AF150629.1,9491.0
9292,MH717875.1,3266.0
9291,MK861117.1,3244.0
10300,DQ288865.1,9345.0
10848,MF188967.1,8838.0
6442,DQ248058.1,2856.0
9713,KC589006.1,3313.0
6447,KJ495757.1,2845.0
11501,GQ342963.1,3014.0
6454,AY238390.1,2847.0
6449,AY701510.1,2900.0
9007,JF311402.1,2850.0
6433,KC853043.1,2952.0
6462,AF134514.1,3048.0
6463,AF134526.1,2883.0
6429,M11787.2,2921.0
6440,JQ610676.1,2933.0
10758,KR997882.1,3338.0
6468,AY317100.1,3054.0
6467,AY701340.1,3055.0
11496,AF342731.1,2904.0
9734,HQ541737.1,3188.0
6436,JQ070377.1,2958.0
6466,AF134509.1,3035.0
6434,AM744978.1,2968.0
11494,KY548509.1,3102.0
6509,D49697.1,3427.0
11495,KY548508.1,3101.0
11489,AB006783.1,2976.0
6459,DQ113898.1,2969.0
6490,AF389456.1,3159.0
6439,JQ610667.1,2976.0
10901,KJ950906.1,3319.0
6447,KJ495756.1,2992.0
6439,JQ610666.1,3017.0
7271,AY721616.1,3103.0
7273,FJ748760.1,3104.0
6460,KM369893.2,3002.0
7279,FJ803911.2,3105.0
9578,MK896431.1,3210.0
9733,KF543245.1,3269.0
6446,KF234260.1,2963.0
6461,KX756625.1,3010.0
6458,JQ920004.1,3014.0
11502,JX403942.1,3220.0
11503,AF196645.2,3243.0
7261,EF690537.1,3107.0
9467,KF981634.1,3161.0
8609,KM817597.1,7051.0
6441,AB014725.1,3055.0
9866,LC153712.1,3151.0
9722,MN163035.1,3462.0
6504,DQ087279.1,3375.0
9735,KM817730.1,3278.0
9874,LC618932.1,3162.0
9878,JF838325.1,3233.0
9876,JF838331.1,3252.0
9871,HM566158.1,3233.0
9863,JF838328.1,3262.0
9870,KF892053.1,3175.0
9875,HM566193.1,3229.0
9872,KM114255.1,3209.0
9879,JQ924563.1,3026.0
9869,HM566179.1,3285.0
9867,MG581740.1,3232.0
9865,KM817707.1,3568.0
11695,X04456.2,5146.0
9732,BK062754.1,3589.0
9794,KF297901.1,3422.0
98,JQ264772.1,3075.0
6479,AF282470.1,3156.0
6478,AF139760.1,3157.0
6482,LC275159.1,3171.0
11503,U60650.1,3360.0
6480,MH327937.1,3533.0
9839,KP272045.1,3218.0
6480,MH327938.1,3149.0
6435,FJ183385.1,3178.0
11504,FM995221.1,3243.0
6428,AF021235.1,3203.0
9807,LC063768.1,3327.0
9720,MN823640.1,3434.0
11681,X14037.1,5465.0
6504,DQ087280.1,3227.0
11502,JX403941.1,3418.0
6483,AF389465.1,3262.0
6484,KR704199.1,3262.0
6485,AF542082.1,3262.0
6492,EU486990.1,3290.0
9716,KT328592.1,3371.0
9712,KF848981.1,3328.0
6493,KC588369.1,3286.0
9719,KC335497.1,3303.0
9714,JX961617.1,3307.0
6498,EF634322.1,3303.0
6514,X80480.1,3333.0
6490,AF389455.1,3339.0
9718,KM114253.1,3329.0
9717,KJ740147.1,3403.0
9340,KY662274.1,3583.0
6456,GU733443.1,3274.0
6499,KC588359.1,3302.0
6457,JN596591.1,3296.0
6453,DQ838640.2,3302.0
9463,KM817729.1,3322.0
6455,AJ304859.1,3309.0
11500,MK103419.1,3527.0
9577,KP792668.1,3415.0
10453,LC386160.1,3342.0
9462,KM817711.1,4193.0
9393,MK883758.1,3355.0
9401,KJ420541.1,3649.0
9402,DQ825771.1,3621.0
9847,MT153468.1,3943.0
9469,MN119735.1,3570.0
9336,KM102248.1,3908.0
9338,KR072622.1,3590.0
6509,D49696.1,3560.0
9354,JF796036.1,3623.0
9394,KC490919.1,3586.0
9389,S47716.1,3651.0
9359,JF920149.1,3616.0
9390,KC344269.1,3651.0
9335,JX465402.1,3619.0
9385,MK165654.1,3402.0
9339,KU950714.1,3772.0
9337,MH499471.2,3606.0
9356,AJ410616.1,3635.0
9364,AY675353.1,3615.0
9387,JQ082301.1,3651.0
9363,KC136243.1,3615.0
9386,HM015219.1,3647.0
9334,KX845679.1,3408.0
10293,AY634314.1,8026.0
9378,FJ608550.1,3694.0
9370,AY363179.1,3684.0
9376,AF005728.1,3698.0
9375,KF494345.1,3637.0
9377,JQ611714.1,3684.0
9341,AF291703.2,3671.0
9344,AF028024.1,3646.0
9355,DQ284451.1,3675.0
9343,AF028022.1,3653.0
9353,DQ285047.1,3685.0
9371,AB620101.1,3636.0
9351,EF543526.1,3637.0
9400,JX465403.1,3630.0
9372,U26828.1,3801.0
9366,KJ857337.1,3635.0
9346,KC880344.1,3628.0
9369,HM756287.1,3663.0
9360,KT899702.1,3630.0
9373,AB620104.1,3675.0
9352,JX465395.1,3628.0
9374,AB620107.1,3655.0
9350,KX551961.1,3641.0
9345,EU929075.1,3604.0
9391,L37903.1,3696.0
9392,U36801.1,3668.0
9347,L36930.1,3677.0
9348,DQ177347.1,3616.0
9399,KP013579.1,3685.0
9380,FJ539167.1,3643.0
9368,AJ011647.1,3728.0
9365,HQ834696.1,3570.0
9367,KJ857338.1,3706.0
9349,KC631783.1,3597.0
9361,EU072488.1,3700.0
9756,MN053785.1,3834.0
9384,JX028272.1,3652.0
9383,AB676848.1,3682.0
6493,KC588368.1,3503.0
9846,KX852390.1,3850.0
6481,KX989545.1,3513.0
11553,L09635.1,4791.0
6458,JN596592.1,3526.0
6454,EU490415.1,3511.0
6460,KM369892.2,3518.0
6482,LC275158.1,3534.0
6459,DQ113897.1,3538.0
6461,KX756624.1,3533.0
9852,MN062091.1,3776.0
6478,AF139759.1,3586.0
6479,AF282469.1,3585.0
9221,MN567049.1,3578.0
9721,KX884797.1,3763.0
6504,DQ087276.1,3817.0
6493,KC588367.1,3649.0
6492,EU486989.1,3690.0
9824,DQ380206.1,3885.0
6509,D49694.1,3732.0
11744,AF014792.1,3603.0
6430,KF624615.1,3662.0
6504,DQ087278.1,3732.0
6498,EF634323.1,3713.0
6499,KC588358.1,3713.0
6478,AF139758.1,3909.0
6475,HM989932.1,3687.0
6469,AF418296.1,3690.0
6471,KC588378.1,3689.0
9771,MF593932.1,4088.0
9817,HM566173.1,4016.0
6480,MH327936.1,3922.0
6472,AF403400.1,3702.0
6462,AF133430.1,3747.0
6477,EF589100.1,3709.0
6426,AY542965.1,3722.0
8724,MF893248.1,3744.0
6463,AF168005.1,3762.0
6771,JF972635.1,11187.0
6468,AY317099.1,3740.0
6467,AY701339.1,3740.0
6509,D49695.1,3753.0
6466,AF133429.1,3774.0
6485,AY147187.1,3853.0
6493,KC588366.1,3737.0
6483,AF389463.1,3853.0
6484,KR704195.1,3854.0
6492,EU486988.1,3768.0
6490,AF389452.1,4329.0
6490,AF389453.1,4056.0
6528,HQ847905.1,3766.0
6473,KC201168.1,3753.0
6504,DQ087277.1,3752.0
9761,KM817728.1,3864.0
9759,KR003784.1,3935.0
6483,AF389464.1,3846.0
6485,AY167578.1,3846.0
6748,HM147986.1,11423.0
6484,KR704198.1,3846.0
9758,MT498818.1,3720.0
6738,U73745.1,11488.0
9755,KT693188.1,3871.0
6469,AF418295.1,3867.0
6761,HM147989.1,11688.0
6514,X80481.1,3812.0
6779,HM147991.1,12052.0
6774,HM147984.1,11739.0
6790,HM147993.1,11616.0
11745,AF014793.1,3741.0
6739,HM147985.1,11877.0
6781,HM147992.1,11964.0
6777,HM147990.1,11245.0
6523,FR694192.1,3829.0
6538,AB914761.1,3829.0
6525,KF809663.1,3829.0
6526,JX478261.1,3830.0
6540,KF692090.1,3829.0
6527,JX145329.1,3829.0
6535,JF342667.1,3832.0
6543,KT696549.1,3852.0
6542,KC852154.1,3847.0
6528,HQ847904.1,3838.0
6529,GQ258979.1,3848.0
9687,MW039263.1,4301.0
6499,KC588357.1,3906.0
6530,KU198604.1,3846.0
9685,MN661017.1,4166.0
9798,MK330772.1,4206.0
6490,AF389454.1,3921.0
6533,JX204738.1,3854.0
6532,KX263307.1,3804.0
9739,KX884810.1,4186.0
6534,AF368033.1,3854.0
6531,HM159613.1,3860.0
9710,KX650646.1,4213.0
6498,EF634324.1,3905.0
6473,KC201167.1,3867.0
6475,HM989931.1,3866.0
6477,EF589099.1,3876.0
6472,AF403399.1,3877.0
6531,HM159615.1,3901.0
6479,AF282468.1,3934.0
6532,KX263309.1,3828.0
6533,JX204740.1,3901.0
6542,KC852155.1,3901.0
9757,KX884800.1,4318.0
9453,KR537451.1,4024.0
6535,JF342666.1,3896.0
6541,KC795565.1,3911.0
9431,KM817706.1,4675.0
9773,KP272002.1,4439.0
6540,KF692091.1,3901.0
6432,KP268784.1,3888.0
6528,HQ847903.1,3903.0
6538,AB914762.1,3903.0
6523,FR694193.1,3907.0
6527,JX145330.1,3907.0
6526,JX478262.1,3907.0
6431,KP268794.1,3895.0
6525,KF809664.1,3907.0
6529,GQ258978.1,3903.0
6437,HM543465.1,3897.0
6482,LC275157.1,3926.0
6541,KC795567.1,3916.0
6533,JX204739.1,3914.0
6543,KT696548.1,3928.0
6543,KT696547.1,3970.0
6531,HM159614.1,3916.0
6532,KX263308.1,3870.0
6535,JF342668.1,3954.0
6433,KC853042.1,3925.0
6542,KC852153.1,3970.0
9776,KP272041.1,4181.0
9802,HM566154.1,4325.0
9809,HM566169.1,4325.0
6541,KC795566.1,3934.0
6530,KU198603.1,3925.0
6527,JX145328.1,3958.0
6525,KF809662.1,3958.0
6526,JX478260.2,3959.0
6523,FR694191.1,3958.0
6530,KU198602.1,3950.0
6473,KC201166.1,3927.0
6540,KF692089.1,3993.0
6441,AB018086.1,3930.0
9426,JF911698.1,4043.0
6475,HM989930.1,3947.0
6469,AF418294.1,3947.0
6529,GQ258977.1,3947.0
6477,EF589098.1,3949.0
6439,JQ610665.1,3936.0
6471,KC588376.1,3944.0
6444,HQ842619.1,3933.0
9789,HM119411.1,4287.0
6472,AF403398.1,3949.0
6481,KX989544.1,3987.0
6434,AM744977.1,3942.0
6429,X12819.1,3944.0
9843,KX611401.1,4180.0
6440,JQ610675.1,3942.0
6538,AB914760.1,4011.0
6445,KP268804.1,3944.0
9783,HM566146.1,4398.0
6428,U94887.1,3965.0
6446,KF234259.1,3952.0
9822,MT270835.1,4194.0
6436,JQ070376.1,3962.0
6435,FJ183384.1,3963.0
6447,KJ495755.1,3964.0
9799,HM566163.1,4158.0
6430,KF624614.1,3980.0
9775,MK330757.1,4185.0
6442,DQ248057.1,3987.0
9683,MN982384.1,4361.0
6514,X82049.1,4230.0
9838,KP272029.1,4348.0
9785,KP272034.1,4352.0
6449,AY701509.1,3993.0
9842,HM119432.1,4420.0
9782,HM119429.1,4558.0
9781,HM119420.1,4320.0
9780,HM119423.1,4387.0
9772,MT270829.1,4233.0
9778,HM119405.1,4526.0
9803,HM119414.1,3989.0
9797,HM119417.1,4365.0
9818,HM119435.1,4424.0
9777,HM119408.1,4326.0
9779,HM466935.1,3963.0
9788,HM566157.1,4186.0
9765,HM566137.1,4185.0
9790,MT270826.1,4251.0
9813,GU135607.1,4222.0
9768,MK524349.1,4174.0
9823,JF920134.1,4219.0
9766,KR363191.1,4164.0
9831,JX472401.1,4014.0
9804,EU725772.1,4219.0
9832,MG573143.1,4154.0
9805,KU255115.1,4216.0
6484,KR704197.1,4189.0
6485,AY163247.1,4164.0
11678,Z27119.1,5416.0
6483,AF389462.1,4164.0
9810,KP863800.1,4198.0
9836,JF939847.1,4201.0
9845,KP966617.1,4202.0
9815,HM119426.1,4235.0
9764,KJ939331.1,4229.0
9829,MG573145.1,4209.0
9812,OU230766.1,4190.0
9827,JX472404.1,4033.0
9767,HM119402.1,4286.0
9784,HM566186.1,4320.0
9834,GQ847512.2,4403.0
9456,KM817718.1,4428.0
9787,KP771822.1,4413.0
9819,MF289182.1,4403.0
6498,EF634325.1,4123.0
9835,KX611398.1,4233.0
9486,MH507155.1,4799.0
9416,KP792706.1,4032.0
6443,AF133431.1,4089.0
6499,KC588356.1,4126.0
9452,KM817717.1,5147.0
9806,MK524338.1,4160.0
9844,KX611404.1,4528.0
9763,KX611392.1,4505.0
9796,MK330769.1,4324.0
9450,MT328775.1,4335.0
9457,LC621356.1,4281.0
9454,MN792652.1,4077.0
9786,KR106178.1,4329.0
9840,KP966620.1,4326.0
9821,MN163122.1,4193.0
9770,KX611386.1,4538.0
9424,KU933933.1,4453.0
9833,HM627183.1,4400.0
9801,MT270832.1,4238.0
9443,KU925474.1,4092.0
9451,MT263283.1,4092.0
9762,MK330766.1,4310.0
9825,MK503254.1,4101.0
9602,KJ481922.1,4356.0
9506,KR013236.1,4343.0
9505,KF234254.1,4326.0
9449,KU925489.1,4335.0
9504,KJ481928.1,4338.0
9793,MK524333.1,4255.0
9420,KU925471.1,4273.0
9414,KU925441.1,4433.0
9760,KM817722.1,4454.0
9421,KU925480.1,4433.0
9419,KU925468.1,4365.0
9418,KP792709.1,4128.0
9769,KX611383.1,4366.0
9544,KF234257.1,4131.0
9543,KR013233.1,4359.0
9593,KJ481925.1,4359.0
9837,MK524346.1,4662.0
10363,EU723237.1,4268.0
9412,KP792745.1,4158.0
9795,MW368832.1,4408.0
9607,MH018033.1,4351.0
9455,KU925498.1,4806.0
9458,KR537454.1,4410.0
9826,KC669550.1,4412.0
9477,MH484340.1,4298.0
9634,HE795097.1,4307.0
9631,HE795094.1,4324.0
9410,KU925438.1,4441.0
9635,HE795100.1,4314.0
9552,MH484349.1,4300.0
9476,AB100604.1,4309.0
9427,MH017286.1,4478.0
9639,HE795091.1,4365.0
9638,KC355458.1,4373.0
9641,HE795106.1,4314.0
9640,HE795103.1,4330.0
9646,KF153117.1,4351.0
9475,HE795088.1,4335.0
9553,KY793538.1,4337.0
9584,KP792671.1,4324.0
9409,KU925435.1,4702.0
9647,HE795109.1,4417.0
9581,MK896544.1,4388.0
9461,KM817712.1,4805.0
9413,MF176882.1,4473.0
9675,KX579500.1,4504.0
9612,KJ867201.1,4395.0
9569,KJ867204.1,4568.0
9673,JN572081.1,4540.0
9674,JN572075.1,4526.0
9623,KF697145.1,4393.0
9624,KP691628.1,4418.0
9550,KM245523.1,4486.0
9622,KF697143.1,4379.0
9808,HM566165.1,4651.0
9649,JN572072.1,4621.0
9481,JN572063.1,4598.0
9586,JN572069.1,4569.0
9632,JN968591.1,4652.0
9558,JN572066.1,4613.0
9582,HM627176.1,4505.0
9621,AF441119.1,4385.0
9438,AB842089.1,4571.0
9567,JQ675602.4,4403.0
9430,KP406724.1,4575.0
9672,KX470552.1,4461.0
9439,KT820206.1,4573.0
9820,MK524342.1,4710.0
9651,MF497776.1,4365.0
9670,KF697155.1,4449.0
9588,MK896440.1,4668.0
9792,KF297904.1,4447.0
9494,MK896616.1,4679.0
9527,MG029276.1,4573.0
9619,MK896517.1,4381.0
9620,MK896476.1,4445.0
9816,MF695810.1,4454.0
9525,KM092513.1,4494.0
9503,KM280924.1,4685.0
9587,KF254780.1,4642.0
9774,KX611389.1,4786.0
9618,KF254774.1,4332.0
9523,KF254777.1,4356.0
9497,MH370822.1,4436.0
9522,KT160027.1,4379.0
9579,KT820203.1,4671.0
9471,MK896652.1,4574.0
9551,MK896566.1,4527.0
9515,KF697161.1,4469.0
9499,MK896610.1,4544.0
9482,MG029270.1,4534.0
9513,MK896598.1,4444.0
9568,MK896553.1,4810.0
9626,HM639779.1,4376.0
9532,MK896643.1,4491.0
9472,MK896619.1,4533.0
9501,MH370825.1,4426.0
9661,KP792680.1,4296.0
9665,MH484337.1,4443.0
9498,MW415982.1,4565.0
9610,KJ867189.1,4449.0
9537,KF697137.1,4419.0
9447,KU925483.1,4570.0
9609,MH102378.2,4540.0
9591,KF697149.1,4516.0
6480,MH327935.1,4382.0
9596,KP792692.1,4374.0
9489,MK896622.1,4474.0
6482,LC275156.1,4335.0
9528,JQ675599.2,4481.0
9529,JX983193.1,4481.0
9488,MK896625.1,4447.0
6481,KX989543.1,4356.0
9598,KF697151.1,4375.0
9606,MG029288.1,4556.0
9629,MH017282.1,4829.0
9662,KP792653.1,4388.0
9507,M11852.1,4458.0
9561,KF697140.1,4492.0
9478,KU159765.1,4440.0
9518,KX100134.1,4463.0
9510,KC608153.1,4464.0
9643,KX100131.1,4463.0
9645,MH484331.1,4427.0
9571,MG820264.1,4450.0
9572,MH484325.1,4448.0
9470,MH017281.1,4777.0
9487,JX846605.1,4448.0
9589,KY910430.1,4467.0
9559,KF234074.1,4440.0
9521,KX100128.1,4468.0
9520,KX100119.1,4463.0
9533,KJ710423.1,4422.0
9594,KF254771.1,4594.0
9545,KP792662.1,4411.0
9491,MK896640.1,4419.0
9531,KP792674.1,4420.0
9740,KX884773.1,5114.0
6478,AF133428.1,4350.0
6479,AF282467.1,4349.0
9548,MK896569.1,4575.0
9490,KX161719.1,4469.0
9433,LC008511.1,4625.0
9493,MK896479.1,4722.0
9659,FJ943508.1,4461.0
9479,MG821227.1,4815.0
9644,KX100110.1,4452.0
9496,MK896590.1,4596.0
9590,KP835519.1,4422.0
9549,MK896556.1,4661.0
9562,KR260739.1,4594.0
9628,MH017283.1,4637.0
9514,MK896520.1,4779.0
9650,MH017284.1,4661.0
9627,MK896499.1,4631.0
9434,KR537445.1,4598.0
9508,M21951.1,4534.0
9536,KU178984.1,4693.0
9570,MH484307.1,4481.0
9601,KY013488.1,4534.0
9633,MF066369.1,4528.0
9492,MK896628.1,4745.0
9519,JN808310.1,4497.0
9446,MK896467.1,4753.0
9546,KP792665.1,4412.0
9448,KU925495.1,4573.0
9530,KP792659.1,4420.0
9585,KX817325.1,4490.0
9655,EU622819.2,4489.0
9576,HQ734821.1,4458.0
9534,KX817313.1,4510.0
9575,EU262553.1,4434.0
9580,EF485031.1,4526.0
9480,KX817331.1,4513.0
9660,MK896449.1,4471.0
6509,D49693.1,4391.0
9573,MK896547.1,4403.0
9605,KX817334.1,4523.0
9597,KX817328.1,4498.0
9574,KX817322.1,4529.0
9547,KP792656.1,4423.0
9517,KJ867177.1,4517.0
9565,KX817319.1,4510.0
9599,MK896526.1,4747.0
9474,KY555809.1,4395.0
9473,KR149248.1,4503.0
9667,MG792214.1,4743.0
9566,KX817337.1,4507.0
9560,KY569263.1,4495.0
9563,HM007351.1,4510.0
9658,MK896452.1,4649.0
9657,KP792677.1,4420.0
9666,MK896446.1,4905.0
9516,KJ867183.1,4557.0
9495,MK896613.1,4831.0
9380,FJ593497.1,4383.0
9671,KP792689.1,4442.0
9484,MK896634.1,4485.0
9613,MK896508.1,4524.0
9608,MK896511.1,4688.0
9656,MK896458.1,4440.0
9642,MH484328.1,4598.0
9502,KC854417.1,4659.0
9681,KM225261.1,4446.0
9440,MN972595.1,4374.0
9677,MK330760.1,4550.0
9583,MK514122.1,4498.0
9603,MK896535.1,4722.0
9679,KM225258.1,4579.0
9680,KM225255.1,4648.0
9678,MK330763.1,4655.0
9669,MK330170.1,4632.0
9800,KF297910.1,4556.0
9668,MK896443.1,4799.0
9500,OL774847.1,4547.0
9483,MN092353.1,4947.0
11680,X95908.1,5519.0
9791,JF920137.1,4771.0
9682,KM817714.1,4753.0
9445,KP792715.1,4629.0
9411,EU257627.1,4818.0
10257,X52506.1,4837.0
9540,KM272184.1,4917.0
9541,KM272187.1,5088.0
9538,KM272175.1,5002.0
9636,MK896473.1,4964.0
9637,MK896485.1,5064.0
11555,U23420.1,6126.0
9441,KM464725.1,5077.0
9436,KP792742.1,4932.0
6560,AY594352.1,5492.0
9432,KF892056.1,5297.0
9435,KR537448.1,5412.0
9422,KP792712.1,4995.0
9429,AF467768.2,5366.0
9442,DQ211625.1,5416.0
6561,U18246.1,5312.0
9690,KP710240.1,5449.0
9330,MG599943.1,5301.0
9013,KR822818.1,5347.0
8543,KX883990.1,5620.0
8548,KX884002.1,6009.0
8545,KX883992.1,5741.0
11557,AJ487856.1,8832.0
8549,KX883998.1,5889.0
8547,KX883994.1,5924.0
8544,KX884000.1,6186.0
8550,KX884004.1,5931.0
9428,KR534877.1,5941.0
11551,AF530470.1,8387.0
9224,MH778629.1,5913.0
9226,OM456564.1,5904.0
10368,JX683808.1,6057.0
9223,MH483042.1,5940.0
9222,KR870031.2,5949.0
9231,MW091472.1,5937.0
9227,MH483025.1,5945.0
9228,MH483030.1,5943.0
9229,MH483032.1,5938.0
9230,MH483044.1,5946.0
8777,KX884436.1,5990.0
9225,MN567062.1,5961.0
10943,KT880667.1,7018.0
10942,KM203656.1,7037.0
9813,GU135606.1,5949.0
9819,MF289183.2,6461.0
8546,KX883996.1,6585.0
9711,KM817724.2,6515.0
9216,KX884034.1,6556.0
9215,KX884032.1,6858.0
9912,KX650645.1,6952.0
9365,HQ834697.1,6588.0
9711,KM817692.1,7243.0
