cluster_id,cluster_size,ictv_lca,ictv_lca_rank,protlen_mean,plddt_mean,ptm_mean,cluster_representative,structure_representative,structure_representative_plddt,top_genbank_name,analysis,annotation,annotation_count,annotation_median_start,annotation_median_stop
7004,1,Anomala cuprea entomopoxvirus,Species,426.0,70.8,0.66,EF-BAO49591.1_12030_relaxed,EF-BAO49591.1_12030_relaxed,70.8,Product: hypothetical protein,Pfam,-,1,,
7005,1,Anomala cuprea entomopoxvirus,Species,352.0,86.5,0.9,EF-BAO49596.1_12030_relaxed,EF-BAO49596.1_12030_relaxed,86.5,Product: cell wall surface anchor family protein,Pfam,-,1,,
7006,1,Anomala cuprea entomopoxvirus,Species,193.0,80.6,0.8,EF-BAO49600.1_12030_relaxed,EF-BAO49600.1_12030_relaxed,80.6,Product: zinc-dependent metalloprotease,Pfam,Matrixin,1,31.0,158.0
7007,1,Tarumizu coltivirus,Species,209.0,52.3,0.22,EF-BBA54747.1_6482_relaxed,EF-BBA54747.1_6482_relaxed,52.3,Gene: VP12,Pfam,-,1,,
7008,1,Percavirus rhinolophidgamma1,Species,184.0,74.4,0.55,EF-BBB06449.1_151_relaxed,EF-BBB06449.1_151_relaxed,74.4,Gene: ORF3; Product: MIR-like membrane protein,Pfam,-,1,,
7009,1,Anomala cuprea entomopoxvirus,Species,241.0,53.6,0.28,EF-BAO49493.1_12030_relaxed,EF-BAO49493.1_12030_relaxed,53.6,Product: hypothetical protein; Note: similar to AMV157 and MSV169,Pfam,-,1,,
7010,1,Anomala cuprea entomopoxvirus,Species,264.0,81.6,0.66,EF-BAO49498.1_12030_relaxed,EF-BAO49498.1_12030_relaxed,81.6,Product: BTB/POZ domain-containing protein,Pfam,BTB/POZ domain,1,131.0,221.0
7011,1,Gammanudivirus pemonodonis,Species,90.0,31.7,0.14,CF-AII15862.1_12433_relaxed,CF-AII15862.1_12433_relaxed,31.7,Product: hypothetical protein; Note: TM,Pfam,-,1,,
7012,1,Percavirus rhinolophidgamma1,Species,332.0,51.2,0.16,EF-BBB06503.1_151_relaxed,EF-BBB06503.1_151_relaxed,51.2,Gene: ORF57; Product: hypothetical protein,Pfam,-,1,,
7013,1,Jeilongvirus felis,Species,226.0,67.7,0.32,EF-BBG92173.1_8814_relaxed,EF-BBG92173.1_8814_relaxed,67.7,Gene: TM; Product: transmembrane protein,Pfam,-,1,,
7014,1,Simplexvirus pteropodidalpha2,Species,212.0,65.6,0.22,EF-BBM13237.1_75_relaxed,EF-BBM13237.1_75_relaxed,65.6,Gene: US5; Product: envelope glycoprotein J,Pfam,Alphavirus glycoprotein J,1,107.0,204.0
7015,1,Nyavirus argatis,Species,336.0,57.9,0.23,EF-BCL64176.1_8768_relaxed,EF-BCL64176.1_8768_relaxed,57.9,Gene: P; Product: putative phosphoprotein,Pfam,-,1,,
7016,1,Drosophila melanogaster Zam virus,Species,343.0,78.7,0.54,EF-CAA04049.1_11667_relaxed,EF-CAA04049.1_11667_relaxed,78.7,Gene: gag; Product: Gag protein,Pfam,-,1,,
7017,1,Drosophila melanogaster Idefix virus,Species,347.0,73.7,0.55,EF-CAA08806.1_11665_relaxed,EF-CAA08806.1_11665_relaxed,73.7,Gene: gag; Product: Gag protein,Pfam,-,1,,
7018,1,Anomala cuprea entomopoxvirus,Species,220.0,61.3,0.66,EF-BAO49581.1_12030_relaxed,EF-BAO49581.1_12030_relaxed,61.3,Product: leucine rich repeat containing protein,Pfam,-,1,,
7019,1,Anomala cuprea entomopoxvirus,Species,128.0,65.9,0.67,EF-BAO49589.1_12030_relaxed,EF-BAO49589.1_12030_relaxed,65.9,Product: hypothetical protein,Pfam,-,1,,
7020,1,Betabaculovirus altermyunipunctae,Species,206.0,39.9,0.37,CF-AQQ80374.1_12389_relaxed,CF-AQQ80374.1_12389_relaxed,39.9,Product: ORF107,Pfam,-,1,,
7021,1,Decronivirus 1,Species,129.0,40.3,0.28,CF-APG77342.1.1.2_10231_relaxed,CF-APG77342.1.1.2_10231_relaxed,40.3,Gill-associated viral 3C-like peptidase; pfam12380,Pfam,Gill-associated viral 3C-like peptidase,1,6.0,95.0
7022,1,Decronivirus 1,Species,696.0,29.4,0.18,CF-APG77343.1_10231_relaxed,CF-APG77343.1_10231_relaxed,29.4,Product: putative glycoprotein 1,Pfam,-,1,,
7023,1,Sectovirus 1,Species,146.0,88.7,0.66,CF-APG77345.1.1.2_10251_relaxed,CF-APG77345.1.1.2_10251_relaxed,88.7,Major Facilitator Superfamily; cl28910,Pfam,-,1,,
7024,1,Sectovirus 1,Species,35.0,94.7,0.62,CF-APG77345.1.1.6_10251_relaxed,CF-APG77345.1.1.6_10251_relaxed,94.7,Nonstructural protein 14 of coronavirus; cl40464,Pfam,-,1,,
7025,1,Sectovirus 1,Species,41.0,64.5,0.29,CF-APG77345.1.1.7_10251_relaxed,CF-APG77345.1.1.7_10251_relaxed,64.5,Middle (M) domain of coronavirus Nonstructural protein 15 (Nsp15) and the N-terminal domain (NTD) of arterivirus Nsp11 and related proteins; cl41717,Pfam,-,1,,
7026,1,Sectovirus 1,Species,269.0,32.8,0.21,CF-APG77347.1_10251_relaxed,CF-APG77347.1_10251_relaxed,32.8,Product: hypothetical protein,Pfam,-,1,,
7027,1,Sectovirus 1,Species,381.0,31.2,0.18,CF-APG77348.1_10251_relaxed,CF-APG77348.1_10251_relaxed,31.2,Product: hypothetical protein,Pfam,-,1,,
7028,1,Betabaculovirus altermyunipunctae,Species,61.0,74.8,0.44,CF-AQQ80408.1_12389_relaxed,CF-AQQ80408.1_12389_relaxed,74.8,Product: ORF142,Pfam,-,1,,
7029,1,Betabaculovirus altermyunipunctae,Species,102.0,48.9,0.27,CF-AQQ80412.1_12389_relaxed,CF-AQQ80412.1_12389_relaxed,48.9,Product: LEF-10,Pfam,Baculovirus late expression factor 10 (LEF-10),1,36.0,101.0
7030,1,Betabaculovirus altermyunipunctae,Species,103.0,53.8,0.25,CF-AQQ80415.1_12389_relaxed,CF-AQQ80415.1_12389_relaxed,53.8,Product: ORF149,Pfam,-,1,,
7031,1,Betabaculovirus altermyunipunctae,Species,118.0,45.4,0.36,CF-AQQ80423.1_12389_relaxed,CF-AQQ80423.1_12389_relaxed,45.4,Product: ORF139,Pfam,-,1,,
7032,1,Betabaculovirus altermyunipunctae,Species,141.0,57.4,0.34,CF-AQQ80336.1_12389_relaxed,CF-AQQ80336.1_12389_relaxed,57.4,Product: ORF69,Pfam,-,1,,
7033,1,Betabaculovirus altermyunipunctae,Species,60.0,63.2,0.13,CF-AQQ80355.1_12389_relaxed,CF-AQQ80355.1_12389_relaxed,63.2,Product: P6.9,Pfam,-,1,,
7034,1,Betabaculovirus altermyunipunctae,Species,85.0,62.5,0.32,CF-AQQ80364.1_12389_relaxed,CF-AQQ80364.1_12389_relaxed,62.5,Product: ORF97,Pfam,-,1,,
7035,1,Betabaculovirus altermyunipunctae,Species,325.0,51.0,0.46,CF-AQQ80372.1_12389_relaxed,CF-AQQ80372.1_12389_relaxed,51.0,Product: ORF105,Pfam,-,1,,
7036,1,Anomala cuprea entomopoxvirus,Species,378.0,56.1,0.36,EF-BAO49542.1_12030_relaxed,EF-BAO49542.1_12030_relaxed,56.1,Product: RING zinc finger-containing protein,Pfam,"Zinc finger, C3HC4 type (RING finger)",1,324.0,363.0
7037,1,Anomala cuprea entomopoxvirus,Species,522.0,68.3,0.3,EF-BAO49560.1_12030_relaxed,EF-BAO49560.1_12030_relaxed,68.3,Product: hypothetical protein,Pfam,-,1,,
7038,1,Anomala cuprea entomopoxvirus,Species,188.0,58.6,0.32,EF-BAO49441.1_12030_relaxed,EF-BAO49441.1_12030_relaxed,58.6,Product: hypothetical protein,Pfam,-,1,,
7039,1,Anomala cuprea entomopoxvirus,Species,287.0,75.0,0.82,EF-BAO49446.1_12030_relaxed,EF-BAO49446.1_12030_relaxed,75.0,Product: serpin,Pfam,Serpin (serine protease inhibitor),1,157.0,246.0
7040,1,Anomala cuprea entomopoxvirus,Species,224.0,56.0,0.46,EF-BAO49458.1_12030_relaxed,EF-BAO49458.1_12030_relaxed,56.0,Product: hypothetical protein,Pfam,-,1,,
7041,1,Anomala cuprea entomopoxvirus,Species,210.0,68.4,0.5,EF-BAO49461.1_12030_relaxed,EF-BAO49461.1_12030_relaxed,68.4,Product: cation transport ATPase,Pfam,-,1,,
7042,1,Anomala cuprea entomopoxvirus,Species,205.0,81.4,0.8,EF-BAO49462.1_12030_relaxed,EF-BAO49462.1_12030_relaxed,81.4,Product: tryptophan-rich sensory protein,Pfam,TspO/MBR family,1,32.0,175.0
7043,1,Anomala cuprea entomopoxvirus,Species,303.0,74.9,0.36,EF-BAO49483.1_12030_relaxed,EF-BAO49483.1_12030_relaxed,74.9,Product: tenascin,Pfam,-,1,,
7044,1,Sigmavirus hippoboscid,Species,260.0,40.7,0.28,CF-AJG39204.1_9002_relaxed,CF-AJG39204.1_9002_relaxed,40.7,Gene: ORF2; Product: putative phosphoprotein,Pfam,-,1,,
7045,1,Sigmavirus lousefly,Species,303.0,38.3,0.25,CF-AJG39209.1_9005_relaxed,CF-AJG39209.1_9005_relaxed,38.3,Gene: ORF2; Product: putative phosphoprotein,Pfam,-,1,,
7046,1,Anphevirus xinchengense,Species,437.0,32.4,0.26,CF-AJG39225.1_9202_relaxed,CF-AJG39225.1_9202_relaxed,32.4,Gene: ORF2,Pfam,-,1,,
7047,1,Striwavirus sanxiaense,Species,271.0,65.6,0.3,CF-AJG39244.1.1.1_9462_relaxed,CF-AJG39244.1.1.1_9462_relaxed,65.6,Adhesin lipoprotein; pfam01540,Pfam,-,1,,
7048,1,Lizard atadenovirus A,Species,243.0,68.7,0.67,CF-AII22585.1_12092_relaxed,CF-AII22585.1_12092_relaxed,68.7,Product: protein RH,Pfam,-,1,,
7049,1,Lizard atadenovirus A,Species,97.0,58.8,0.33,CF-AII22588.1_12092_relaxed,CF-AII22588.1_12092_relaxed,58.8,Product: protein ORF2,Pfam,-,1,,
7050,1,Anomala cuprea entomopoxvirus,Species,380.0,54.0,0.52,EF-BAO49533.1_12030_relaxed,EF-BAO49533.1_12030_relaxed,54.0,Product: hypothetical protein,Pfam,-,1,,
7051,1,Anomala cuprea entomopoxvirus,Species,376.0,74.4,0.57,EF-BAO49537.1_12030_relaxed,EF-BAO49537.1_12030_relaxed,74.4,Product: tryptophan repeat gene family protein,Pfam,-,1,,
7052,1,Gammanudivirus pemonodonis,Species,118.0,86.9,0.63,CF-AII15851.1_12433_relaxed,CF-AII15851.1_12433_relaxed,86.9,Product: hypothetical protein,Pfam,-,1,,
7053,1,Gammanudivirus pemonodonis,Species,115.0,58.1,0.27,CF-AII15852.1_12433_relaxed,CF-AII15852.1_12433_relaxed,58.1,Product: hypothetical protein; Note: TM,Pfam,-,1,,
7054,1,Sawastrivirus sanxiaense,Species,39.0,88.9,0.5,CF-AJG39245.1.1.1_9710_relaxed,CF-AJG39245.1.1.1_9710_relaxed,88.9,Arenavirus cap snatching domain; cl29053,Pfam,-,1,,
7055,1,Shangavirus shuangaoense,Species,34.0,93.1,0.52,CF-AJG39249.1.1.2_9682_relaxed,CF-AJG39249.1.1.2_9682_relaxed,93.1,Subunit 21 of Mediator complex; pfam11221,Pfam,-,1,,
7056,1,Horwuvirus wuhanense,Species,64.0,89.4,0.7,CF-AJG39260.1.1.1_9738_relaxed,CF-AJG39260.1.1.1_9738_relaxed,89.4,L protein N-terminus; pfam15518,Pfam,L protein N-terminus,1,3.0,64.0
7057,1,Horwuvirus wuhanense,Species,235.0,42.8,0.24,CF-AJG39260.1.1.2_9738_relaxed,CF-AJG39260.1.1.2_9738_relaxed,42.8,Protein of unknown function (DUF3770); pfam12603,Pfam,"RNA-directed RNA polymerase L, PA-C-like domain",1,59.0,235.0
7058,1,Wuhivirus insecti,Species,2369.0,68.9,0.6,CF-AJG39262.1_9711_relaxed,CF-AJG39262.1_9711_relaxed,68.9,Gene: L; Product: RNA-dependent RNA polymerase,Pfam,-,1,,
7059,1,Xinspivirus xinzhouense,Species,343.0,86.4,0.78,CF-AJG39272.1.1.1_9463_relaxed,CF-AJG39272.1.1.1_9463_relaxed,86.4,Bunyavirus RNA dependent RNA polymerase; pfam04196,Pfam,Bunyavirus RNA dependent RNA polymerase,1,3.0,329.0
7060,1,Gammanudivirus pemonodonis,Species,190.0,38.6,0.31,CF-AII15863.1_12433_relaxed,CF-AII15863.1_12433_relaxed,38.6,Product: hypothetical protein,Pfam,-,1,,
7061,1,Gammanudivirus pemonodonis,Species,299.0,33.7,0.25,CF-AII15865.1_12433_relaxed,CF-AII15865.1_12433_relaxed,33.7,Product: hypothetical protein,Pfam,-,1,,
7062,1,Gammanudivirus pemonodonis,Species,715.0,80.0,0.77,CF-AII15867.1_12433_relaxed,CF-AII15867.1_12433_relaxed,80.0,Product: helicase 2,Pfam,AAA domain,1,194.0,378.0
7063,1,Gammanudivirus pemonodonis,Species,954.0,50.3,0.24,CF-AII15868.1_12433_relaxed,CF-AII15868.1_12433_relaxed,50.3,Product: hypothetical protein; Note: coiled-coil domain,Pfam,-,1,,
7064,1,Gammanudivirus pemonodonis,Species,220.0,34.5,0.33,CF-AII15842.1_12433_relaxed,CF-AII15842.1_12433_relaxed,34.5,Product: hypothetical protein,Pfam,-,1,,
7065,1,Gammanudivirus pemonodonis,Species,68.0,59.1,0.36,CF-AII15845.1_12433_relaxed,CF-AII15845.1_12433_relaxed,59.1,Product: hypothetical protein; Note: coiled-coil domain,Pfam,-,1,,
7066,1,Gammanudivirus pemonodonis,Species,93.0,62.6,0.52,CF-AII15848.1_12433_relaxed,CF-AII15848.1_12433_relaxed,62.6,Product: hypothetical protein,Pfam,-,1,,
7067,1,Gammanudivirus pemonodonis,Species,116.0,62.0,0.35,CF-AII15850.1_12433_relaxed,CF-AII15850.1_12433_relaxed,62.0,Product: hypothetical protein; Note: TM,Pfam,-,1,,
7068,1,Gammanudivirus pemonodonis,Species,84.0,76.1,0.59,CF-AII15901.1_12433_relaxed,CF-AII15901.1_12433_relaxed,76.1,Product: hypothetical protein; Note: sortilin-related receptor precursor; LDLRA_2,Pfam,-,1,,
7069,1,Gammanudivirus pemonodonis,Species,62.0,86.3,0.49,CF-AII15902.1_12433_relaxed,CF-AII15902.1_12433_relaxed,86.3,Product: hypothetical protein; Note: TM,Pfam,-,1,,
7070,1,Gammanudivirus pemonodonis,Species,97.0,39.9,0.31,CF-AII15869.1_12433_relaxed,CF-AII15869.1_12433_relaxed,39.9,Product: hypothetical protein,Pfam,-,1,,
7071,1,Gammanudivirus pemonodonis,Species,203.0,44.8,0.46,CF-AII15871.1_12433_relaxed,CF-AII15871.1_12433_relaxed,44.8,Product: hypothetical protein,Pfam,-,1,,
7072,1,Gammanudivirus pemonodonis,Species,107.0,61.7,0.56,CF-AII15880.1_12433_relaxed,CF-AII15880.1_12433_relaxed,61.7,Product: hypothetical protein,Pfam,-,1,,
7073,1,Gammanudivirus pemonodonis,Species,73.0,55.9,0.31,CF-AII15883.1_12433_relaxed,CF-AII15883.1_12433_relaxed,55.9,Product: hypothetical protein,Pfam,-,1,,
7074,1,Gammanudivirus pemonodonis,Species,133.0,55.6,0.47,CF-AII15889.1_12433_relaxed,CF-AII15889.1_12433_relaxed,55.6,Product: hypothetical protein,Pfam,-,1,,
7075,1,Gammanudivirus pemonodonis,Species,661.0,25.6,0.18,CF-AII15891.1_12433_relaxed,CF-AII15891.1_12433_relaxed,25.6,Product: hypothetical protein,Pfam,-,1,,
7076,1,Scutavirus chelonidalpha5,Species,150.0,81.0,0.73,CF-AHA93384.1_58_relaxed,CF-AHA93384.1_58_relaxed,81.0,Gene: HP36; Product: F-pol,Pfam,Retroviral aspartyl protease,1,15.0,104.0
7077,1,Scutavirus chelonidalpha5,Species,247.0,31.5,0.24,CF-AHA93386.1_58_relaxed,CF-AHA93386.1_58_relaxed,31.5,Gene: HP38; Product: ICP4b,Pfam,-,1,,
7078,1,Gammanudivirus pemonodonis,Species,90.0,50.5,0.32,CF-AII15893.1_12433_relaxed,CF-AII15893.1_12433_relaxed,50.5,Product: hypothetical protein,Pfam,-,1,,
7079,1,Gammanudivirus pemonodonis,Species,101.0,88.0,0.78,CF-AII15894.1_12433_relaxed,CF-AII15894.1_12433_relaxed,88.0,Gene: iap; Product: IAP,Pfam,Inhibitor of Apoptosis domain,1,13.0,75.0
7080,1,Gammanudivirus pemonodonis,Species,243.0,57.5,0.51,CF-AII15896.1_12433_relaxed,CF-AII15896.1_12433_relaxed,57.5,Product: hypothetical protein; Note: ribokinase_pfkB_like; TM; similar to HzNV-2 orf101,Pfam,-,1,,
7081,1,Gammanudivirus pemonodonis,Species,48.0,57.7,0.32,CF-AII15897.1_12433_relaxed,CF-AII15897.1_12433_relaxed,57.7,Product: hypothetical protein,Pfam,-,1,,
7082,1,Gammanudivirus pemonodonis,Species,133.0,46.3,0.23,CF-AII15898.1_12433_relaxed,CF-AII15898.1_12433_relaxed,46.3,Product: hypothetical protein; Note: TM,Pfam,-,1,,
7083,1,Gammanudivirus pemonodonis,Species,96.0,50.0,0.38,CF-AII15899.1_12433_relaxed,CF-AII15899.1_12433_relaxed,50.0,Product: hypothetical protein,Pfam,-,1,,
7084,1,Variola virus,Species,83.0,68.6,0.62,EF-CAA49132.1_12014_relaxed,EF-CAA49132.1_12014_relaxed,68.6,Gene: B23R,Pfam,BTB And C-terminal Kelch,1,8.0,80.0
7085,1,Avian sarcoma virus CT10,Species,440.0,73.7,0.37,EF-CAA68407.1_11729_relaxed,EF-CAA68407.1_11729_relaxed,73.7,Product: p47(gag-crk),Pfam,SH3 domain,1,374.0,420.0
7085,1,Avian sarcoma virus CT10,Species,440.0,73.7,0.37,EF-CAA68407.1_11729_relaxed,EF-CAA68407.1_11729_relaxed,73.7,Product: p47(gag-crk),Pfam,SH2 domain,1,248.0,340.0
7085,1,Avian sarcoma virus CT10,Species,440.0,73.7,0.37,EF-CAA68407.1_11729_relaxed,EF-CAA68407.1_11729_relaxed,73.7,Product: p47(gag-crk),Pfam,Retroviral M domain,1,2.0,87.0
7086,1,Drosophila melanogaster copia virus,Species,1409.0,78.5,0.47,EF-CAA28054.2_11695_relaxed,EF-CAA28054.2_11695_relaxed,78.5,Product: hypothetical protein; Note: ORF1,Pfam,Zinc knuckle,1,231.0,247.0
7086,1,Drosophila melanogaster copia virus,Species,1409.0,78.5,0.47,EF-CAA28054.2_11695_relaxed,EF-CAA28054.2_11695_relaxed,78.5,Product: hypothetical protein; Note: ORF1,Pfam,gag-polypeptide of LTR copia-type,1,48.0,184.0
7086,1,Drosophila melanogaster copia virus,Species,1409.0,78.5,0.47,EF-CAA28054.2_11695_relaxed,EF-CAA28054.2_11695_relaxed,78.5,Product: hypothetical protein; Note: ORF1,Pfam,GAG-pre-integrase domain,1,408.0,463.0
7086,1,Drosophila melanogaster copia virus,Species,1409.0,78.5,0.47,EF-CAA28054.2_11695_relaxed,EF-CAA28054.2_11695_relaxed,78.5,Product: hypothetical protein; Note: ORF1,Pfam,Integrase core domain,1,489.0,579.0
7086,1,Drosophila melanogaster copia virus,Species,1409.0,78.5,0.47,EF-CAA28054.2_11695_relaxed,EF-CAA28054.2_11695_relaxed,78.5,Product: hypothetical protein; Note: ORF1,Pfam,"Pol polyprotein, beta-barrel domain",1,289.0,369.0
7086,1,Drosophila melanogaster copia virus,Species,1409.0,78.5,0.47,EF-CAA28054.2_11695_relaxed,EF-CAA28054.2_11695_relaxed,78.5,Product: hypothetical protein; Note: ORF1,Pfam,Reverse transcriptase (RNA-dependent DNA polymerase),1,920.0,1162.0
7087,1,Drosophila melanogaster 1731 virus,Species,273.0,87.5,0.64,EF-CAA30502.1_11694_relaxed,EF-CAA30502.1_11694_relaxed,87.5,Note: unnamed protein product; gag polypeptide (AA 1-273),Pfam,gag-polypeptide of LTR copia-type,1,50.0,184.0
7088,1,Drosophila melanogaster 1731 virus,Species,982.0,84.8,0.56,EF-CAA30503.1_11694_relaxed,EF-CAA30503.1_11694_relaxed,84.8,Note: unnamed protein product; pol polypeptide (AA 1-982),Pfam,Reverse transcriptase (RNA-dependent DNA polymerase),1,544.0,788.0
7088,1,Drosophila melanogaster 1731 virus,Species,982.0,84.8,0.56,EF-CAA30503.1_11694_relaxed,EF-CAA30503.1_11694_relaxed,84.8,Note: unnamed protein product; pol polypeptide (AA 1-982),Pfam,Integrase core domain,1,202.0,297.0
7088,1,Drosophila melanogaster 1731 virus,Species,982.0,84.8,0.56,EF-CAA30503.1_11694_relaxed,EF-CAA30503.1_11694_relaxed,84.8,Note: unnamed protein product; pol polypeptide (AA 1-982),Pfam,"Pol polyprotein, beta-barrel domain",1,13.0,88.0
7088,1,Drosophila melanogaster 1731 virus,Species,982.0,84.8,0.56,EF-CAA30503.1_11694_relaxed,EF-CAA30503.1_11694_relaxed,84.8,Note: unnamed protein product; pol polypeptide (AA 1-982),Pfam,GAG-pre-integrase domain,1,117.0,181.0
7089,1,Scutavirus chelonidalpha5,Species,153.0,42.3,0.26,CF-AHA93381.1_58_relaxed,CF-AHA93381.1_58_relaxed,42.3,Gene: HP33; Product: hypothetical protein,Pfam,-,1,,
7090,1,Scutavirus chelonidalpha5,Species,157.0,38.1,0.25,CF-AHA93382.1_58_relaxed,CF-AHA93382.1_58_relaxed,38.1,Gene: HP34; Product: hypothetical protein,Pfam,-,1,,
7091,1,Scutavirus chelonidalpha5,Species,479.0,66.4,0.43,CF-AHA93383.1_58_relaxed,CF-AHA93383.1_58_relaxed,66.4,Gene: HP35; Product: F-env,Pfam,ENV polyprotein (coat polyprotein),1,204.0,424.0
7092,1,Ascaris lumbricoides Tas virus,Species,631.0,82.1,0.39,EF-CAA82797.1_11552_relaxed,EF-CAA82797.1_11552_relaxed,82.1,Product: gag protein,Pfam,Putative peptidase (DUF1758),1,458.0,620.0
7092,1,Ascaris lumbricoides Tas virus,Species,631.0,82.1,0.39,EF-CAA82797.1_11552_relaxed,EF-CAA82797.1_11552_relaxed,82.1,Product: gag protein,Pfam,Protein of unknown function (DUF1759),1,155.0,292.0
7093,1,Bracoviriform inaniti,Species,548.0,72.5,0.66,EF-CAC82100.3_12736_relaxed,EF-CAC82100.3_12736_relaxed,72.5,Gene: 14g1; Product: putative recombinase,Pfam,-,1,,
7094,1,Orthoflavivirus montanaense,Species,133.0,53.3,0.37,EF-CAC82713.1.6_7185_relaxed,EF-CAC82713.1.6_7185_relaxed,53.3,Nonstructural protein 2B,Pfam,-,1,,
7095,1,Bracoviriform inaniti,Species,225.0,60.0,0.36,EF-CAC85453.2_12736_relaxed,EF-CAC85453.2_12736_relaxed,60.0,Product: hypothetical protein; Note: ORF1,Pfam,-,1,,
7096,1,Drosophila melanogaster copia virus,Species,1017.0,79.9,0.61,EF-CAD27357.1_11695_relaxed,EF-CAD27357.1_11695_relaxed,79.9,Product: hypothetical protein; Note: ORF2,Pfam,Integrase core domain,1,97.0,187.0
7096,1,Drosophila melanogaster copia virus,Species,1017.0,79.9,0.61,EF-CAD27357.1_11695_relaxed,EF-CAD27357.1_11695_relaxed,79.9,Product: hypothetical protein; Note: ORF2,Pfam,Reverse transcriptase (RNA-dependent DNA polymerase),1,528.0,770.0
7096,1,Drosophila melanogaster copia virus,Species,1017.0,79.9,0.61,EF-CAD27357.1_11695_relaxed,EF-CAD27357.1_11695_relaxed,79.9,Product: hypothetical protein; Note: ORF2,Pfam,GAG-pre-integrase domain,1,17.0,71.0
7097,1,Rhadinovirus saimiriinegamma2,Species,167.0,85.4,0.88,EF-CAA45694.1_165_relaxed,EF-CAA45694.1_165_relaxed,85.4,Note: unnamed protein product; ORF 71; ECLF3,Pfam,-,1,,
7098,1,Variola virus,Species,201.0,85.5,0.9,EF-CAA48954.1_12014_relaxed,EF-CAA48954.1_12014_relaxed,85.5,Gene: D13L,Pfam,Kelch motif,1,56.0,98.0
7099,1,Variola virus,Species,71.0,69.3,0.57,EF-CAA49106.1_12014_relaxed,EF-CAA49106.1_12014_relaxed,69.3,Gene: J7R,Pfam,-,1,,
7100,1,Anativirus A,Species,451.0,28.7,0.18,CF-AAT67220.1.1_10459_relaxed,CF-AAT67220.1.1_10459_relaxed,28.7,Leader,Pfam,-,1,,
7101,1,Anativirus A,Species,12.0,74.0,0.04,CF-AAT67220.1.6_10459_relaxed,CF-AAT67220.1.6_10459_relaxed,74.0,2A,Pfam,-,1,,
7102,1,Anativirus A,Species,103.0,66.4,0.31,CF-AAT67220.1.9_10459_relaxed,CF-AAT67220.1.9_10459_relaxed,66.4,3A,Pfam,Poliovirus 3A protein like,1,28.0,54.0
7103,1,Frog virus 3,Species,70.0,56.9,0.11,CF-ABB92271.1_11926_relaxed,CF-ABB92271.1_11926_relaxed,56.9,Product: hypothetical protein; Note: ORF003L,Pfam,-,1,,
7104,1,Frog virus 3,Species,50.0,59.4,0.33,CF-ABB92280.1_11926_relaxed,CF-ABB92280.1_11926_relaxed,59.4,Product: hypothetical protein; Note: ORF014L,Pfam,-,1,,
7105,1,Frog virus 3,Species,52.0,57.1,0.26,CF-ABB92290.1_11926_relaxed,CF-ABB92290.1_11926_relaxed,57.1,Product: hypothetical protein; Note: ORF26R,Pfam,-,1,,
7106,1,Frog virus 3,Species,62.0,63.0,0.35,CF-ABB92291.1_11926_relaxed,CF-ABB92291.1_11926_relaxed,63.0,Product: hypothetical protein; Note: ORF28L,Pfam,-,1,,
7107,1,Frog virus 3,Species,47.0,64.5,0.36,CF-ABB92297.1_11926_relaxed,CF-ABB92297.1_11926_relaxed,64.5,Product: hypothetical protein; Note: ORF035L,Pfam,-,1,,
7108,1,Infectious spleen and kidney necrosis virus,Species,102.0,48.2,0.32,CF-AAT71817.1_11904_relaxed,CF-AAT71817.1_11904_relaxed,48.2,Product: ORF002L,Pfam,-,1,,
7109,1,Infectious spleen and kidney necrosis virus,Species,50.0,59.3,0.14,CF-AAT71840.1_11904_relaxed,CF-AAT71840.1_11904_relaxed,59.3,Product: ORF025L,Pfam,-,1,,
7110,1,Infectious spleen and kidney necrosis virus,Species,127.0,46.7,0.1,CF-AAT71842.1_11904_relaxed,CF-AAT71842.1_11904_relaxed,46.7,Product: ORF027R,Pfam,-,1,,
7111,1,Metapneumovirus avis,Species,73.0,89.9,0.72,CF-AAT68648.1_8865_relaxed,CF-AAT68648.1_8865_relaxed,89.9,Gene: M2; Product: M2-2,Pfam,-,1,,
7112,1,Metapneumovirus avis,Species,174.0,40.0,0.2,CF-AAT68649.1_8865_relaxed,CF-AAT68649.1_8865_relaxed,40.0,Gene: SH; Note: small hydrophobic protein,Pfam,Metapneumovirus Small hydrophobic protein,1,1.0,174.0
7113,1,Anativirus A,Species,126.0,90.1,0.63,CF-AAT67220.1.1.6_10459_relaxed,CF-AAT67220.1.1.6_10459_relaxed,90.1,"AAA+-type ATPase, SpoVK/Ycf46/Vps4 family [Cell wall/membrane/envelope biogenesis, Cell cycle control, cell division, chromosome partitioning, Signal transduction mechanisms]; COG0464",Pfam,-,1,,
7114,1,Anativirus A,Species,26.0,80.8,0.32,CF-AAT67220.1.1.8_10459_relaxed,CF-AAT67220.1.1.8_10459_relaxed,80.8,Poliovirus 3A protein like; pfam08727,Pfam,Poliovirus 3A protein like,1,1.0,26.0
7115,1,Anativirus A,Species,22.0,76.9,0.09,CF-AAT67220.1.10_10459_relaxed,CF-AAT67220.1.10_10459_relaxed,76.9,3B,Pfam,-,1,,
7116,1,Woolly monkey sarcoma virus,Species,271.0,70.1,0.46,EF-CAA24516.1_11763_relaxed,EF-CAA24516.1_11763_relaxed,70.1,Note: unnamed protein product; coding sequence of env,Pfam,"Platelet-derived growth factor, N terminal region",1,51.0,122.0
