header,protein_id,Sort,pept_cat,protlen
AVT50756.1_84,AVT50756.1,84,protein,256
ANK58036.1_11931,ANK58036.1,11931,protein,256
ABC74882.1_12415,ABC74882.1,12415,protein,256
ACD03482.1_12419,ACD03482.1,12419,protein,256
AID46900.1_11982,AID46900.1,11982,protein,256
BBB86756.1_9866,BBB86756.1,9866,protein,256
ABB92350.1_11926,ABB92350.1,11926,protein,256
CCU56353.1_12049,CCU56353.1,12049,protein,256
AIP91228.1_10137,AIP91228.1,10137,protein,256
AZB49109.1_144,AZB49109.1,144,protein,256
AEM64043.1_96,AEM64043.1,96,protein,256
AVM86046.1_8820,AVM86046.1,8820,protein,256
ACD03469.1_12419,ACD03469.1,12419,protein,256
AIU39570.1_147,AIU39570.1,147,protein,256
AAQ99060.1_12416,AAQ99060.1,12416,protein,256
ANZ57028.1_11932,ANZ57028.1,11932,protein,256
AAS01020.1_47,AAS01020.1,47,protein,256
CCU55715.1_12041,CCU55715.1,12041,protein,256
QGW58082.1_10248,QGW58082.1,10248,protein,256
AAT84626.1_12261,AAT84626.1,12261,protein,256
AAX58085.1_139,AAX58085.1,139,protein,256
AJR28502.1_8903,AJR28502.1,8903,protein,256
AGT99241.1_123,AGT99241.1,123,protein,256
ANZ57126.1_11933,ANZ57126.1,11933,protein,256
ABN10878.1_10188,ABN10878.1,10188,protein,256
ACF42220.1_11925,ACF42220.1,11925,protein,256
AGV20532.1_11913,AGV20532.1,11913,protein,256
AAC95542.1_154,AAC95542.1,154,protein,256
AHL67528.1_11939,AHL67528.1,11939,protein,256
AAS18077.1_11937,AAS18077.1,11937,protein,256
QED40633.1_12320,QED40633.1,12320,protein,256
AFG19595.1_12263,AFG19595.1,12263,protein,256
AFG73043.1_11924,AFG73043.1,11924,protein,256
QAT90370.1_12375,QAT90370.1,12375,protein,256
AAL49396.1_8867,AAL49396.1,8867,protein,256
UBZ25522.1_12431,UBZ25522.1,12431,protein,256
AFA44905.1_11912,AFA44905.1,11912,protein,256
CAA45640.1_165,CAA45640.1,165,protein,256
ARD71376.1_53,ARD71376.1,53,protein,256
AWU47167.1_12003,AWU47167.1,12003,protein,256
AAK07986.1_155,AAK07986.1,155,protein,256
ASZ85012.1_11948,ASZ85012.1,11948,protein,256
AHM26080.1_11923,AHM26080.1,11923,protein,256
AEN03732.1_11993,AEN03732.1,11993,protein,256
ABG42908.1_39,ABG42908.1,39,protein,256
ANK57926.1_11929,ANK57926.1,11929,protein,256
AEW69610.1_12428,AEW69610.1,12428,protein,256
AAT09660.1_11922,AAT09660.1,11922,protein,256
AJR29232.1_11928,AJR29232.1,11928,protein,256
CAG18164.1_12723,CAG18164.1,12723,protein,256
AFS65307.1_6224,AFS65307.1,6224,protein,256
AAK38245.1_125,AAK38245.1,125,protein,256
AIZ77301.1_12021,AIZ77301.1,12021,protein,256
ANZ56919.1_11915,ANZ56919.1,11915,protein,256
AAC59106.1_12368,AAC59106.1,12368,protein,256
ABL76021.1_12363,ABL76021.1,12363,protein,256
AII79359.1_9870,AII79359.1,9870,protein,257
AJL34245.1_11967,AJL34245.1,11967,protein,257
ADW24359.1_157,ADW24359.1,157,protein,257
AWU47108.1_12003,AWU47108.1,12003,protein,257
AHH82610.1_12333,AHH82610.1,12333,protein,257
AAW79178.1_8869,AAW79178.1,8869,protein,257
AAB00744.1_11769,AAB00744.1,11769,protein,257
AHC02821.1_114,AHC02821.1,114,protein,257
APG53803.1_12284,APG53803.1,12284,protein,257
AAM00794.1_104,AAM00794.1,104,protein,257
AKN80596.1_12370,AKN80596.1,12370,protein,257
AJE29659.1_160,AJE29659.1,160,protein,257
QPO25190.1_61,QPO25190.1,61,protein,257
ABG42832.1_39,ABG42832.1,39,protein,257
AJP08971.1_11892,AJP08971.1,11892,protein,257
AOO54400.1_11976,AOO54400.1,11976,protein,257
AQQ80356.1_12389,AQQ80356.1,12389,protein,257
AEQ32292.1_102,AEQ32292.1,102,protein,257
BAH02428.1_91,BAH02428.1,91,protein,257
ASV62905.1_12443,ASV62905.1,12443,protein,257
CAA45668.1_165,CAA45668.1,165,protein,257
AJL34320.1_11967,AJL34320.1,11967,protein,257
AJL34080.1_11966,AJL34080.1,11966,protein,257
UPW41510.1_5112,UPW41510.1,5112,protein,257
AST09218.1_11992,AST09218.1,11992,protein,257
ACD03561.1_12419,ACD03561.1,12419,protein,257
AQN78578.1_12422,AQN78578.1,12422,protein,257
AJZ77116.1_11968,AJZ77116.1,11968,protein,257
ANF29675.1_12334,ANF29675.1,12334,protein,257
ALZ45756.1_12442,ALZ45756.1,12442,protein,257
ABF82140.1_11944,ABF82140.1,11944,protein,257
AKG51582.1_106,AKG51582.1,106,protein,257
AVT50760.1_84,AVT50760.1,84,protein,257
CAN10166.1_11960,CAN10166.1,11960,protein,257
AAP69227.1_5038,AAP69227.1,5038,protein,257
ABD28871.1_158,ABD28871.1,158,protein,257
AGA16200.1_12381,AGA16200.1,12381,protein,257
ABD28869.1_158,ABD28869.1,158,protein,257
AAX58076.1_139,AAX58076.1,139,protein,257
AYP97952.1_12425,AYP97952.1,12425,protein,257
ADC54011.1_12020,ADC54011.1,12020,protein,257
AAM70256.1_12407,AAM70256.1,12407,protein,257
AJR28329.1_8924,AJR28329.1,8924,protein,257
ABG42984.1_39,ABG42984.1,39,protein,257
QEG54096.1_48,QEG54096.1,48,protein,257
AAC58088.1_134,AAC58088.1,134,protein,257
AKR17277.2_12384,AKR17277.2,12384,protein,257
AJL34331.1_11967,AJL34331.1,11967,protein,257
AKC34862.1_12285,AKC34862.1,12285,protein,257
AEW43606.1_12230,AEW43606.1,12230,protein,257
AWW14383.1_12354,AWW14383.1,12354,protein,257
AXS67719.1_12342,AXS67719.1,12342,protein,257
CCA61440.1_11896,CCA61440.1,11896,protein,257
QOE74444.1_112,QOE74444.1,112,protein,257
CCU55996.1_12045,CCU55996.1,12045,protein,257
AKR04303.1_12023,AKR04303.1,12023,protein,257
ADW24383.1_157,ADW24383.1,157,protein,257
AFJ20405.1_37,AFJ20405.1,37,protein,257
AIY22416.1_11964,AIY22416.1,11964,protein,257
AIZ48588.1_12318,AIZ48588.1,12318,protein,257
CCA61360.1_11896,CCA61360.1,11896,protein,257
AUS94656.1_90,AUS94656.1,90,protein,257
AAR31685.1_100,AAR31685.1,100,protein,257
ABO37191.1_11891,ABO37191.1,11891,protein,257
APZ76265.1_122,APZ76265.1,122,protein,257
QBQ01750.1_9793,QBQ01750.1,9793,protein,257
AAZ38206.1_12317,AAZ38206.1,12317,protein,257
ABY47736.1_12401,ABY47736.1,12401,protein,257
CAD2068428.1_11961,CAD2068428.1,11961,protein,257
AEV80999.1_107,AEV80999.1,107,protein,257
AFX59572.1_12437,AFX59572.1,12437,protein,257
AWM67170.1_12446,AWM67170.1,12446,protein,257
CAL44657.1_11894,CAL44657.1,11894,protein,257
ABG25783.1_33,ABG25783.1,33,protein,257
AKU37440.1_11909,AKU37440.1,11909,protein,257
ANJ02470.1_12110,ANJ02470.1,12110,protein,257
CDO33909.1_12115,CDO33909.1,12115,protein,257
AAS66911.1_12218,AAS66911.1,12218,protein,257
AMF83822.1_12394,AMF83822.1,12394,protein,257
ALN66167.1_12439,ALN66167.1,12439,protein,257
AAL35510.1_12222,AAL35510.1,12222,protein,257
UBZ25681.1_12430,UBZ25681.1,12430,protein,257
UAU42904.1_9043,UAU42904.1,9043,protein,257
AAC13805.1_146,AAC13805.1,146,protein,257
CCU56270.1_12049,CCU56270.1,12049,protein,257
AAD46500.1_158,AAD46500.1,158,protein,257
AAL33199.1_12434,AAL33199.1,12434,protein,257
AIY22258.1_11959,AIY22258.1,11959,protein,257
AAG02837.1_12039,AAG02837.1,12039,protein,257
ABN09919.1_4458,ABN09919.1,4458,protein,257
AAK38220.1_125,AAK38220.1,125,protein,257
AAC70232.1_12358,AAC70232.1,12358,protein,257
CCV02325.1_11942,CCV02325.1,11942,protein,257
AJL34168.1_11966,AJL34168.1,11966,protein,257
QOD40240.1_70,QOD40240.1,70,protein,257
AJL34156.1_11966,AJL34156.1,11966,protein,257
AIA62078.1_135,AIA62078.1,135,protein,257
CBH29167.1_11958,CBH29167.1,11958,protein,257
AJR28356.1_8930,AJR28356.1,8930,protein,257
CAN10414.1_11963,CAN10414.1,11963,protein,257
AAA65296.1_11957,AAA65296.1,11957,protein,257
AAL35524.1_12222,AAL35524.1,12222,protein,257
ALN66507.1_12438,ALN66507.1,12438,protein,257
AKR17493.1_12405,AKR17493.1,12405,protein,257
ALM26003.1_113,ALM26003.1,113,protein,257
AKO62748.1_11962,AKO62748.1,11962,protein,257
AHL67514.1_11939,AHL67514.1,11939,protein,257
AAF99166.1_109,AAF99166.1,109,protein,257
AAK77770.1_12436,AAK77770.1,12436,protein,257
ALN66189.1_12439,ALN66189.1,12439,protein,257
AAM00788.1_104,AAM00788.1,104,protein,257
AEP16427.1_12144,AEP16427.1,12144,protein,257
AAT67260.1_86,AAT67260.1,86,protein,257
AAK85644.1_12346,AAK85644.1,12346,protein,257
UAU42888.1_9046,UAU42888.1,9046,protein,257
AAL49398.1_8867,AAL49398.1,8867,protein,257
AAL89118.1_12435,AAL89118.1,12435,protein,257
AAV91123.1_11938,AAV91123.1,11938,protein,257
AZY88494.1_11921,AZY88494.1,11921,protein,257
AIA62081.1_135,AIA62081.1,135,protein,257
AAR83414.1_11977,AAR83414.1,11977,protein,257
AFV50257.1_11893,AFV50257.1,11893,protein,257
AAD49655.1_119,AAD49655.1,119,protein,258
AAS18131.1_11937,AAS18131.1,11937,protein,258
AOT85490.1_12343,AOT85490.1,12343,protein,258
AKO90186.1_9662,AKO90186.1,9662,protein,258
AKO90195.1_9661,AKO90195.1,9661,protein,258
CCU56046.1_12045,CCU56046.1,12045,protein,258
AII15831.1_12433,AII15831.1,12433,protein,258
AKG51593.1_106,AKG51593.1,106,protein,258
QNJ99607.1_9772,QNJ99607.1,9772,protein,258
APZ76281.1_122,APZ76281.1,122,protein,258
CAZ67995.1_12223,CAZ67995.1,12223,protein,258
AGE89965.1_12377,AGE89965.1,12377,protein,258
AGA16243.1_12381,AGA16243.1,12381,protein,258
UGV24204.1_4836,UGV24204.1,4836,protein,258
AGE11540.1_115,AGE11540.1,115,protein,258
AAX86033.1_8821,AAX86033.1,8821,protein,258
APR73541.1_5223,APR73541.1,5223,protein,258
UOQ18800.1_12365,UOQ18800.1,12365,protein,258
AMA67400.1_152,AMA67400.1,152,protein,258
ABW87644.1_6492,ABW87644.1,6492,protein,258
AOP31537.1_12011,AOP31537.1,12011,protein,258
ANC96576.1_121,ANC96576.1,121,protein,258
ANC96575.1_121,ANC96575.1,121,protein,258
QIN96629.1_5212,QIN96629.1,5212,protein,258
CAA27918.1_93,CAA27918.1,93,protein,258
AAS10391.1_12220,AAS10391.1,12220,protein,258
AAQ91695.1_12319,AAQ91695.1,12319,protein,258
AUW34397.1_8910,AUW34397.1,8910,protein,258
ABI13872.1_12325,ABI13872.1,12325,protein,258
ABF47462.1_12340,ABF47462.1,12340,protein,258
CAL44723.1_11894,CAL44723.1,11894,protein,258
ADE34439.1_11905,ADE34439.1,11905,protein,258
AHC02793.1_114,AHC02793.1,114,protein,258
ABO37275.1_11891,ABO37275.1,11891,protein,258
AFV53370.1_77,AFV53370.1,77,protein,258
AGE89985.1_12377,AGE89985.1,12377,protein,258
APG55812.1_5243,APG55812.1,5243,protein,258
AWN01896.1_12343,AWN01896.1,12343,protein,258
AAS10427.1_12221,AAS10427.1,12221,protein,258
AAB94422.1_11950,AAB94422.1,11950,protein,258
AKR17373.1_12384,AKR17373.1,12384,protein,258
ATA58260.1_145,ATA58260.1,145,protein,258
AMB17048.1_69,AMB17048.1,69,protein,258
ABJ08971.1_11995,ABJ08971.1,11995,protein,258
AKS25416.1_12388,AKS25416.1,12388,protein,258
ABG25811.1_33,ABG25811.1,33,protein,258
AAF17883.1_11998,AAF17883.1,11998,protein,258
CAA58386.1_118,CAA58386.1,118,protein,258
AGR56887.1_12352,AGR56887.1,12352,protein,258
AAZ03493.1_6459,AAZ03493.1,6459,protein,258
QDL57026.1_12344,QDL57026.1,12344,protein,258
AOP31676.1_12011,AOP31676.1,12011,protein,258
QLA46989.1_9488,QLA46989.1,9488,protein,258
CCV02497.1_11949,CCV02497.1,11949,protein,258
BAF76074.1_12621,BAF76074.1,12621,protein,258
AEV80462.1_99,AEV80462.1,99,protein,258
BAO49593.1_12030,BAO49593.1,12030,protein,258
AFR32466.1_65,AFR32466.1,65,protein,258
BAF45489.1_12760,BAF45489.1,12760,protein,258
ADD73727.1_12359,ADD73727.1,12359,protein,258
AEQ32235.1_102,AEQ32235.1,102,protein,258
ABO45342.1_12423,ABO45342.1,12423,protein,258
AUA60292.1_12366,AUA60292.1,12366,protein,258
QYC92722.1_12382,QYC92722.1,12382,protein,258
AAO12322.1_142,AAO12322.1,142,protein,258
AFJ20434.1_37,AFJ20434.1,37,protein,258
AUQ44003.1_12426,AUQ44003.1,12426,protein,258
QBM10849.1_81,QBM10849.1,81,protein,258
ALR71607.1_12326,ALR71607.1,12326,protein,258
QDZ17467.1_12253,QDZ17467.1,12253,protein,258
AVA31166.1_12369,AVA31166.1,12369,protein,258
AZQ20848.1_11907,AZQ20848.1,11907,protein,258
AAX58102.1_139,AAX58102.1,139,protein,258
AFG19603.1_12263,AFG19603.1,12263,protein,258
CCU55475.1_12038,CCU55475.1,12038,protein,258
AKS26390.1_12060,AKS26390.1,12060,protein,258
ASB32514.1_6106,ASB32514.1,6106,protein,258
AAS10355.1_12219,AAS10355.1,12219,protein,258
UAU42860.1_9044,UAU42860.1,9044,protein,258
AFX83394.1_110,AFX83394.1,110,protein,258
ATP66851.1_8810,ATP66851.1,8810,protein,258
AGE11578.1_115,AGE11578.1,115,protein,258
AFR32475.1_65,AFR32475.1,65,protein,258
ADW24357.1_157,ADW24357.1,157,protein,258
AAC70206.1_12358,AAC70206.1,12358,protein,258
QNJ99603.1_9790,QNJ99603.1,9790,protein,258
AKN80804.1_12397,AKN80804.1,12397,protein,258
APF29056.1_8875,APF29056.1,8875,protein,258
AAV91094.1_11938,AAV91094.1,11938,protein,258
ARD71334.1_53,ARD71334.1,53,protein,258
AAL98828.1_11901,AAL98828.1,11901,protein,258
AAF18044.1_11998,AAF18044.1,11998,protein,258
ASK12213.1_10993,ASK12213.1,10993,protein,258
ASK12216.1_10993,ASK12216.1,10993,protein,258
AAP50670.1_101,AAP50670.1,101,protein,258
AFV50297.1_11893,AFV50297.1,11893,protein,258
BAF76107.1_12612,BAF76107.1,12612,protein,258
AAD12278.1_33,AAD12278.1,33,protein,258
ABG25782.1_33,ABG25782.1,33,protein,258
AAL89016.1_12435,AAL89016.1,12435,protein,258
AAK85657.1_12346,AAK85657.1,12346,protein,258
ALM25938.1_113,ALM25938.1,113,protein,258
AKS26439.1_12060,AKS26439.1,12060,protein,258
QBQ01567.1_12402,QBQ01567.1,12402,protein,258
ABF82066.1_11944,ABF82066.1,11944,protein,258
AIU39543.1_147,AIU39543.1,147,protein,258
AKO90201.1_9596,AKO90201.1,9596,protein,258
BBF98078.1_5036,BBF98078.1,5036,protein,258
AAR98473.1_12017,AAR98473.1,12017,protein,258
ABE68496.1_12330,ABE68496.1,12330,protein,258
ADD10451.1_108,ADD10451.1,108,protein,258
AAQ96384.1_12417,AAQ96384.1,12417,protein,258
AOP31858.1_12015,AOP31858.1,12015,protein,258
AUV65288.1_12364,AUV65288.1,12364,protein,258
AKN80949.1_12357,AKN80949.1,12357,protein,258
AAC40748.1_120,AAC40748.1,120,protein,258
AMM72733.1_11903,AMM72733.1,11903,protein,259
AEW69657.1_12428,AEW69657.1,12428,protein,259
AAX82409.1_11902,AAX82409.1,11902,protein,259
CAG17384.1_12723,CAG17384.1,12723,protein,259
AAZ38261.1_12317,AAZ38261.1,12317,protein,259
ACQ57269.1_12332,ACQ57269.1,12332,protein,259
AGE89930.1_12377,AGE89930.1,12377,protein,259
QBM10866.1_81,QBM10866.1,81,protein,259
AFX59783.1_12437,AFX59783.1,12437,protein,259
ABQ08840.1_12418,ABQ08840.1,12418,protein,259
AIE47791.1_12371,AIE47791.1,12371,protein,259
ATU83444.1_12444,ATU83444.1,12444,protein,259
AAQ99050.1_12416,AAQ99050.1,12416,protein,259
AAC63761.1_12331,AAC63761.1,12331,protein,259
CAA48986.1_12014,CAA48986.1,12014,protein,259
AAG02753.1_12039,AAG02753.1,12039,protein,259
QJU69688.1_5029,QJU69688.1,5029,protein,259
QPI70113.1_89,QPI70113.1,89,protein,259
AAM92348.1_12008,AAM92348.1,12008,protein,259
ABE68477.1_12330,ABE68477.1,12330,protein,259
AJR29293.1_11928,AJR29293.1,11928,protein,259
BAF76114.1_12614,BAF76114.1,12614,protein,259
AAC40751.1_120,AAC40751.1,120,protein,259
AP_000362.1_12244,AP_000362.1,12244,protein,259
ABO37188.1_11891,ABO37188.1,11891,protein,259
AUV65296.1_12364,AUV65296.1,12364,protein,259
AAK95458.1_130,AAK95458.1,130,protein,259
AIZ77318.1_12021,AIZ77318.1,12021,protein,259
ABQ08805.1_12418,ABQ08805.1,12418,protein,259
BAF49421.1_12611,BAF49421.1,12611,protein,259
AAL33408.1_12434,AAL33408.1,12434,protein,259
QEI03678.1_12372,QEI03678.1,12372,protein,259
ACO53497.1_12348,ACO53497.1,12348,protein,259
CCA61372.1_11896,CCA61372.1,11896,protein,259
ACI28797.1_12316,ACI28797.1,12316,protein,259
AAP33236.1_11910,AAP33236.1,11910,protein,259
AEV80803.1_97,AEV80803.1,97,protein,259
ATI21040.1_12001,ATI21040.1,12001,protein,259
QAT90305.1_12375,QAT90305.1,12375,protein,259
AAA66722.1_12329,AAA66722.1,12329,protein,259
QPO25195.1_61,QPO25195.1,61,protein,259
ATA58249.1_145,ATA58249.1,145,protein,259
ANK57953.1_11929,ANK57953.1,11929,protein,259
ACO25251.1_11918,ACO25251.1,11918,protein,259
AAL77797.1_11926,AAL77797.1,11926,protein,259
AAL73763.1_12006,AAL73763.1,12006,protein,259
AAL89333.1_12435,AAL89333.1,12435,protein,259
AAL77798.1_11926,AAL77798.1,11926,protein,259
UAU42852.1_9047,UAU42852.1,9047,protein,259
QPO25185.1_61,QPO25185.1,61,protein,259
ASA40482.1_12441,ASA40482.1,12441,protein,259
AAN28076.1_12373,AAN28076.1,12373,protein,259
AAK77847.1_12436,AAK77847.1,12436,protein,259
AIS92036.1_12399,AIS92036.1,12399,protein,259
ACF42238.1_11925,ACF42238.1,11925,protein,259
ADT91090.1_12016,ADT91090.1,12016,protein,259
AAF99205.1_109,AAF99205.1,109,protein,259
UCR92529.1_9011,UCR92529.1,9011,protein,259
AOW42076.1_12116,AOW42076.1,12116,protein,259
AIL02920.1_87,AIL02920.1,87,protein,259
BAH18794.1_12184,BAH18794.1,12184,protein,259
AAS18021.1_11937,AAS18021.1,11937,protein,259
ADC53951.1_12020,ADC53951.1,12020,protein,259
CAG7465172.1_9812,CAG7465172.1,9812,protein,259
CAA27890.1_93,CAA27890.1,93,protein,259
QDH43740.1_5242,QDH43740.1,5242,protein,259
BAO49617.1_12030,BAO49617.1,12030,protein,259
QNJ99615.1_9822,QNJ99615.1,9822,protein,259
AVA31151.1_12369,AVA31151.1,12369,protein,259
AAF14973.1_11997,AAF14973.1,11997,protein,259
AYN64627.1_12004,AYN64627.1,12004,protein,259
AOP31748.1_12015,AOP31748.1,12015,protein,259
ACH96159.1_12424,ACH96159.1,12424,protein,259
AZY88461.1_11921,AZY88461.1,11921,protein,259
CAG17464.1_12723,CAG17464.1,12723,protein,259
AAK94175.1_12414,AAK94175.1,12414,protein,259
AAR98241.1_12019,AAR98241.1,12019,protein,259
ARR28928.1_35,ARR28928.1,35,protein,259
ARW78081.1_124,ARW78081.1,124,protein,259
QNV47874.1_12323,QNV47874.1,12323,protein,259
AOP31480.1_12011,AOP31480.1,12011,protein,259
ABY47792.1_12401,ABY47792.1,12401,protein,259
ALY11240.1_4794,ALY11240.1,4794,protein,259
AP_000071.1_12138,AP_000071.1,12138,protein,259
ABF50294.1_12327,ABF50294.1,12327,protein,259
AAR98275.1_12019,AAR98275.1,12019,protein,259
ABG42974.1_39,ABG42974.1,39,protein,259
AKN80629.1_12370,AKN80629.1,12370,protein,259
ASQ42916.1_11917,ASQ42916.1,11917,protein,259
AAL01820.1_12378,AAL01820.1,12378,protein,259
AZY88462.1_11921,AZY88462.1,11921,protein,259
AAT71911.1_11904,AAT71911.1,11904,protein,259
CAZ86728.1_12228,CAZ86728.1,12228,protein,259
ASV62828.1_12443,ASV62828.1,12443,protein,259
AAN04447.1_12427,AAN04447.1,12427,protein,259
ANZ57091.1_11932,ANZ57091.1,11932,protein,259
AAP29898.1_12335,AAP29898.1,12335,protein,259
CCV02472.1_11949,CCV02472.1,11949,protein,259
AKN80606.1_12370,AKN80606.1,12370,protein,259
BBE29324.1_12134,BBE29324.1,12134,protein,259
AJP08968.1_11892,AJP08968.1,11892,protein,259
AAR98465.1_12017,AAR98465.1,12017,protein,259
AMA67375.1_152,AMA67375.1,152,protein,259
AEV80958.1_107,AEV80958.1,107,protein,259
ABG25781.1_33,ABG25781.1,33,protein,259
AAL40511.1_12009,AAL40511.1,12009,protein,259
ALN66411.1_12440,ALN66411.1,12440,protein,259
CCU55563.1_12038,CCU55563.1,12038,protein,259
ALN66575.1_12438,ALN66575.1,12438,protein,259
AEV80517.1_99,AEV80517.1,99,protein,259
ANZ57190.1_11933,ANZ57190.1,11933,protein,259
AWM67232.1_12446,AWM67232.1,12446,protein,259
AOP31714.1_12015,AOP31714.1,12015,protein,259
QDH43738.1_5205,QDH43738.1,5205,protein,259
CBI69298.1_12178,CBI69298.1,12178,protein,259
ANK58077.1_11931,ANK58077.1,11931,protein,259
ALZ45826.1_12442,ALZ45826.1,12442,protein,259
AOP31690.1_12011,AOP31690.1,12011,protein,259
ABC74900.1_12415,ABC74900.1,12415,protein,259
ALN66254.1_12439,ALN66254.1,12439,protein,259
AAO89339.1_12013,AAO89339.1,12013,protein,259
AKJ93688.1_12010,AKJ93688.1,12010,protein,259
ARR28840.1_35,ARR28840.1,35,protein,259
AOP31503.1_12011,AOP31503.1,12011,protein,259
AFV50254.1_11893,AFV50254.1,11893,protein,259
AEN03685.1_11993,AEN03685.1,11993,protein,259
ALN66593.1_12438,ALN66593.1,12438,protein,259
ABD97627.1_12012,ABD97627.1,12012,protein,259
AAB38735.1_12139,AAB38735.1,12139,protein,259
QDQ69283.1_156,QDQ69283.1,156,protein,259
AJR28593.1_9083,AJR28593.1,9083,protein,259
AIB03205.1_136,AIB03205.1,136,protein,259
BAO49367.1_12030,BAO49367.1,12030,protein,259
AXN74851.1_12005,AXN74851.1,12005,protein,259
BAO49453.1_12030,BAO49453.1,12030,protein,260
AKF42393.1_9839,AKF42393.1,9839,protein,260
QPD01784.1_10225,QPD01784.1,10225,protein,260
ALS88194.1_9840,ALS88194.1,9840,protein,260
AHA93310.1_58,AHA93310.1,58,protein,260
QYC92721.1_12382,QYC92721.1,12382,protein,260
AIK20559.1_12150,AIK20559.1,12150,protein,260
AAP33197.1_11910,AAP33197.1,11910,protein,260
QDQ69258.1_156,QDQ69258.1,156,protein,260
ALS88202.1_9786,ALS88202.1,9786,protein,260
ABI99222.1_11994,ABI99222.1,11994,protein,260
AAQ73689.1_50,AAQ73689.1,50,protein,260
AAC97850.1_12053,AAC97850.1,12053,protein,260
AOW41380.1_12412,AOW41380.1,12412,protein,260
AAU88089.1_62,AAU88089.1,62,protein,260
AAR07414.1_12029,AAR07414.1,12029,protein,260
AOP31564.1_12011,AOP31564.1,12011,protein,260
AYN45059.1_12324,AYN45059.1,12324,protein,260
CCU55358.1_12038,CCU55358.1,12038,protein,260
AAF17935.1_11998,AAF17935.1,11998,protein,260
AID46862.1_11982,AID46862.1,11982,protein,260
ABL76009.1_12363,ABL76009.1,12363,protein,260
ACO25209.1_11918,ACO25209.1,11918,protein,260
AHD25612.1_12336,AHD25612.1,12336,protein,260
ABG25808.1_33,ABG25808.1,33,protein,260
AXS67756.1_12342,AXS67756.1,12342,protein,260
CAO78637.1_12149,CAO78637.1,12149,protein,260
AEV80530.1_99,AEV80530.1,99,protein,260
ATI21002.1_12001,ATI21002.1,12001,protein,260
AJG39334.1_9735,AJG39334.1,9735,protein,260
CCU55403.1_12038,CCU55403.1,12038,protein,260
AAC95570.1_154,AAC95570.1,154,protein,260
AAO89365.1_12013,AAO89365.1,12013,protein,260
ASW27072.1_94,ASW27072.1,94,protein,260
AWU47103.1_12003,AWU47103.1,12003,protein,260
AFV53384.1_77,AFV53384.1,77,protein,260
CCD83235.1_12024,CCD83235.1,12024,protein,260
CAC21296.1_12027,CAC21296.1,12027,protein,260
AAM92374.1_12008,AAM92374.1,12008,protein,260
AST09277.1_11992,AST09277.1,11992,protein,260
CCU56251.1_12049,CCU56251.1,12049,protein,260
AEI17631.1_8914,AEI17631.1,8914,protein,260
AAQ96443.1_12417,AAQ96443.1,12417,protein,260
AAF17969.1_11998,AAF17969.1,11998,protein,260
AFG19582.1_12263,AFG19582.1,12263,protein,260
AYN64652.1_12004,AYN64652.1,12004,protein,260
AEB00339.1_12392,AEB00339.1,12392,protein,260
ANK57961.1_11929,ANK57961.1,11929,protein,260
AAM13541.1_12007,AAM13541.1,12007,protein,260
AAF14886.1_11997,AAF14886.1,11997,protein,260
AKJ93715.1_12010,AKJ93715.1,12010,protein,260
AAP50625.1_101,AAP50625.1,101,protein,260
ABW87822.1_10205,ABW87822.1,10205,protein,260
CAA49012.1_12014,CAA49012.1,12014,protein,260
AUA60356.1_12366,AUA60356.1,12366,protein,260
AFB76977.1_12016,AFB76977.1,12016,protein,260
